year,Q4_country,Q12_coding language_Python,Q12_coding language_R,Q12_coding language_SQL,Q12_coding language_C,Q12_coding language_C++,Q12_coding language_Java,Q12_coding language_Javascript,Q12_coding language_Bash,Q12_coding language_MATLAB,Q12_coding language_Julia
2020,India,Python,,SQL,,,,,,,
2020,United States of America,Python,R,,,,Java,,,,
2020,Kenya,Python,R,,,,,,,,
2020,Germany,Python,,,,,,,,,
2020,Spain,Python,,,,,,,,,
2020,Chile,Python,,,,,,,,,
2020,France,Python,,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,United States of America,Python,R,SQL,,,,,,,
2020,Other,Python,,,,,,,,,
2020,Russia,Python,,SQL,,,,Javascript,,,
2020,Other,,,SQL,,,Java,,,,
2020,India,Python,,,C,C++,Java,,,,
2020,Republic of Korea,Python,R,SQL,,C++,,,,,
2020,Malaysia,,R,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,Other,,R,,,,,,,,
2020,Mexico,Python,,SQL,,,,,Bash,,
2020,Germany,Python,,SQL,,C++,,Javascript,,,
2020,Brazil,Python,,,,,,,,,
2020,United States of America,Python,,SQL,,,Java,Javascript,,,
2020,Pakistan,Python,,SQL,C,C++,,Javascript,,,
2020,India,Python,,,,,,,,,
2020,United States of America,,,,,,,,,,
2020,Bangladesh,Python,,,,C++,Java,,,,
2020,United States of America,Python,,,,,Java,Javascript,,,
2020,Ukraine,,,,C,C++,,,,,
2020,Kenya,,,,,,,,,,
2020,Russia,Python,,SQL,,,,,,,
2020,India,Python,,,,,,,,,
2020,India,Python,,SQL,C,C++,Java,,,,
2020,India,Python,R,,,,,,,,
2020,India,Python,,SQL,,,,Javascript,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,China,Python,,,,,,,,,
2020,India,Python,R,,,,,,,,
2020,Ireland,,R,,,,,,,,
2020,Singapore,Python,,SQL,,,,,,,
2020,United States of America,Python,,,,,,,,,Julia
2020,India,,,,,,,,,,
2020,Germany,,,,,,,,,,
2020,France,Python,,SQL,,,Java,,Bash,,
2020,India,Python,,,,,,,,MATLAB,
2020,Singapore,,,,,,,,,,
2020,Turkey,Python,,,,,,,,,
2020,Taiwan,Python,,SQL,,,,Javascript,,,
2020,Germany,Python,R,SQL,,,Java,,,,
2020,Russia,Python,,SQL,,,,,,MATLAB,
2020,India,Python,,SQL,C,,,,,,
2020,United States of America,Python,,,C,,,,,MATLAB,
2020,Other,Python,,SQL,,,,,,,
2020,Russia,Python,,SQL,C,,,,Bash,,
2020,Belarus,Python,,SQL,,,,,,,
2020,United States of America,Python,,,,,Java,,,,
2020,China,,,,,,Java,,,,
2020,United States of America,,,,C,C++,,Javascript,,,
2020,India,Python,,,,,,,,,
2020,India,Python,,SQL,,,Java,Javascript,Bash,,
2020,India,Python,,,C,C++,,,,,
2020,Italy,Python,,,,,,,,,
2020,India,,,,,,,,,,
2020,India,Python,,,,,Java,Javascript,,,
2020,India,Python,,SQL,C,C++,,,,,
2020,Canada,Python,,SQL,,,,,,,
2020,India,Python,R,,,,,,,,
2020,United States of America,,,,,,,,,,
2020,India,Python,,,,,,Javascript,,,
2020,Pakistan,,,,,,,,,,
2020,India,Python,,SQL,,,,,,MATLAB,
2020,Nigeria,Python,,,,,,Javascript,,,
2020,United Arab Emirates,,,SQL,,,,,,,
2020,India,,R,,,C++,,,,,
2020,India,,,,C,C++,,,,,
2020,Morocco,Python,,SQL,,,,Javascript,,,
2020,China,Python,R,SQL,,,,,,,
2020,United States of America,Python,R,,,,,,,MATLAB,
2020,United States of America,Python,,,,,Java,,,,
2020,Italy,,,,,C++,,,,MATLAB,
2020,Germany,Python,,SQL,,,,,,,
2020,Kenya,Python,R,SQL,,,,,Bash,,
2020,India,Python,,SQL,,,,,,,
2020,China,Python,,,,,,,,,
2020,United States of America,Python,R,,,,,,Bash,,
2020,Japan,Python,,SQL,,,,,,,
2020,Philippines,Python,,,,,,,Bash,MATLAB,
2020,India,,,,,,,,,,
2020,Australia,,,SQL,C,,Java,,,,
2020,Canada,,R,SQL,,,,,,,
2020,Tunisia,Python,,,,,,,,,
2020,China,Python,R,,,,,,,,
2020,India,Python,R,SQL,C,,,Javascript,,,
2020,Belgium,Python,R,SQL,C,,,,,MATLAB,Julia
2020,Taiwan,,,,,,,,,,
2020,India,,,,,,,,,,
2020,India,,,,,,,,,,
2020,Republic of Korea,Python,,,,,,,,,
2020,Portugal,Python,R,SQL,,,,Javascript,,,
2020,Germany,Python,,,,C++,,,,MATLAB,
2020,China,,,,,,,,,MATLAB,
2020,Indonesia,Python,,SQL,C,C++,Java,Javascript,Bash,MATLAB,
2020,Turkey,Python,,,C,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,Russia,,,,C,C++,,,,,
2020,India,Python,,,,,,,,,
2020,United States of America,Python,,,,,Java,,,,
2020,"Iran, Islamic Republic of...",,,,,,,,,,
2020,India,Python,,,,,,,,,
2020,Brazil,,,,,,,Javascript,,,
2020,India,Python,,,C,,,,,,
2020,India,Python,,,,,,,,,
2020,Ukraine,Python,,,,,,,,,
2020,Japan,Python,,,C,,,,,,
2020,South Korea,Python,,SQL,,,Java,,,,
2020,India,Python,,SQL,,,,,,,
2020,Peru,,R,SQL,,,,,,MATLAB,
2020,India,Python,R,SQL,C,,Java,,,,
2020,United States of America,Python,R,,,,,,Bash,,
2020,India,Python,,SQL,,,,Javascript,,,
2020,Taiwan,Python,,,,,,,Bash,,
2020,Morocco,Python,,,,,,,,,
2020,United Kingdom of Great Britain and Northern Ireland,,,SQL,,,,,,,
2020,India,Python,,SQL,,,Java,,,,
2020,Kenya,Python,,,,,,,,,
2020,Saudi Arabia,Python,R,SQL,C,C++,Java,Javascript,,MATLAB,
2020,Japan,Python,,SQL,,,,,,,
2020,India,Python,R,SQL,,,,,,,
2020,United States of America,Python,,SQL,,,,,Bash,,
2020,Russia,Python,,,,,,,,,
2020,Colombia,,,,,,,,,,
2020,India,Python,,,C,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,Other,Python,,,,,,,,,
2020,India,Python,R,,,,,Javascript,,,
2020,Bangladesh,Python,,SQL,C,C++,Java,Javascript,,,
2020,India,Python,R,SQL,,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,Nigeria,Python,,,,,,,,,
2020,Other,Python,,,,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,United States of America,,,SQL,,,Java,,,,
2020,India,Python,,SQL,,,,,,,
2020,India,,,,,,,,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,India,Python,R,SQL,C,,,,,,
2020,United States of America,,,,,,,,,,
2020,India,Python,,,,,,,,,
2020,India,Python,,SQL,,,,,Bash,,
2020,Russia,,,,C,,,,,,
2020,India,Python,R,,C,C++,Java,,,,
2020,Brazil,Python,,,,,,Javascript,,,
2020,Peru,,,,,,,,,,
2020,India,Python,,,,,,,,,
2020,Japan,Python,,SQL,,,Java,,,,
2020,Portugal,Python,R,SQL,,,,,,,
2020,India,Python,,,,,,,,,
2020,India,Python,,,C,C++,,,Bash,,
2020,Indonesia,,,,,,,,,,
2020,Kenya,,,,,,,,,,
2020,United States of America,,,,,,Java,,,,
2020,Pakistan,,,,,,,,,,
2020,United States of America,,R,,,,,,,MATLAB,
2020,Other,,,,C,,Java,,,MATLAB,
2020,"Iran, Islamic Republic of...",Python,,,,,,,,,
2020,Egypt,Python,,SQL,,,,,,,
2020,Poland,Python,R,,,,,,Bash,,
2020,Mexico,Python,,SQL,,,,Javascript,,,
2020,Viet Nam,Python,,,C,C++,,,,MATLAB,
2020,Russia,Python,,,,C++,,,,MATLAB,
2020,Poland,Python,R,SQL,,,,,,,
2020,Romania,,,,,,,,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,Singapore,,,,,,,,,,
2020,Saudi Arabia,Python,,SQL,,,,,,,
2020,India,,,,,,,,,,
2020,China,Python,,,C,,Java,,,,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,SQL,,C++,,,,,
2020,United States of America,,,,,,Java,,,,
2020,Spain,,,,,,,,,,
2020,Japan,Python,R,SQL,,,,,,MATLAB,
2020,United States of America,,,,,,,,,,
2020,Australia,Python,,,,,,,,,
2020,India,Python,R,,,,,,,,
2020,India,Python,R,SQL,,,,,,,
2020,Japan,Python,R,SQL,,,,,,,
2020,South Africa,Python,,SQL,,,,Javascript,,,
2020,Other,Python,,,,,,,,,
2020,United States of America,Python,R,,C,C++,Java,,Bash,,
2020,Taiwan,Python,,SQL,,,,Javascript,Bash,,
2020,Indonesia,Python,,,C,,Java,,,,
2020,India,Python,,SQL,,,,,,,
2020,Russia,Python,,SQL,,,,,,,
2020,Australia,Python,,,,,,,,,
2020,Brazil,Python,R,,C,,Java,Javascript,Bash,,
2020,United States of America,Python,R,SQL,,,,,Bash,,
2020,United States of America,Python,R,,,,,,,,
2020,United States of America,,,,,,,,,,
2020,Egypt,Python,,,,,Java,,,,
2020,Other,Python,R,SQL,,C++,Java,,,MATLAB,
2020,Pakistan,Python,,,,,,,,,
2020,India,,,,,,,,,,
2020,Indonesia,Python,,SQL,,,Java,,,,
2020,United States of America,,,SQL,,,,,,,
2020,India,Python,,,,C++,,,,MATLAB,
2020,Pakistan,Python,,,,,Java,,,MATLAB,
2020,Other,Python,R,,,,,,,,
2020,"Iran, Islamic Republic of...",,,,,,,,,,
2020,India,Python,,SQL,,,Java,Javascript,,,
2020,France,Python,,,,,,,,,
2020,India,Python,,SQL,C,,Java,Javascript,,,
2020,Peru,Python,,,,,,,,,
2020,Peru,,,SQL,C,C++,Java,Javascript,,,
2020,Other,,,,,,,,,MATLAB,
2020,Other,Python,,,,,Java,,,,
2020,India,Python,R,SQL,,,,,,,Julia
2020,Morocco,Python,,,,,,,,,
2020,Brazil,Python,,,,,,,,,
2020,India,Python,,,,C++,Java,,,,
2020,Turkey,Python,,SQL,,,,,,,
2020,United States of America,,,SQL,,,,,,,Julia
2020,Brazil,Python,,SQL,,,,,,,
2020,Other,Python,,,,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,India,Python,,SQL,C,C++,,,,,
2020,India,Python,R,SQL,,,,,,,
2020,Italy,Python,,SQL,,,,,Bash,,
2020,Russia,Python,,,C,,,,,,
2020,Spain,,,,,,Java,,,,
2020,Spain,,,,,,,,,,
2020,United States of America,Python,R,,,,,,,,
2020,Russia,,,SQL,,,,Javascript,,,
2020,India,Python,,,,,,,,,
2020,Japan,Python,,,,,,,Bash,,
2020,India,Python,,,,,,,,MATLAB,
2020,India,,,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,Brazil,,,,,,,,,,
2020,Pakistan,Python,,,,,,,,MATLAB,
2020,Russia,Python,,,,,,Javascript,,,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,,,
2020,"Iran, Islamic Republic of...",Python,,,,,,,,MATLAB,
2020,Mexico,,,SQL,,,Java,Javascript,,,
2020,France,Python,,,,C++,,,,,
2020,Morocco,Python,,SQL,C,C++,Java,Javascript,,,
2020,Germany,Python,,,,,,,,,
2020,Other,,,,,,,,,,
2020,United States of America,Python,R,,,,,,,,
2020,Peru,Python,,SQL,,,Java,Javascript,,,
2020,India,Python,,,,,,,,,
2020,Sri Lanka,,,,,,,Javascript,,,
2020,India,Python,,,C,C++,,,,,
2020,India,Python,,SQL,,,,,,,
2020,Other,Python,,SQL,,C++,Java,Javascript,,,
2020,Italy,,,SQL,,,,Javascript,,,
2020,India,,,,,,,,,,
2020,United States of America,,,SQL,,,Java,,,,
2020,Mexico,Python,,SQL,,,,,,,
2020,Malaysia,Python,,,,,,Javascript,Bash,,
2020,Other,Python,,SQL,,,,,,,
2020,Ireland,Python,,SQL,,,,,,,
2020,Israel,Python,R,SQL,,,,,,,
2020,United States of America,Python,R,SQL,,,,,,,
2020,Republic of Korea,,,,,,,,,,
2020,Australia,Python,,,,,,,,MATLAB,
2020,Japan,Python,,SQL,,,,,,MATLAB,
2020,Germany,Python,R,SQL,C,,,,Bash,,Julia
2020,India,Python,,,C,,,,,,
2020,Peru,Python,,SQL,,,,Javascript,Bash,,
2020,Malaysia,Python,,,,,,,,,
2020,Other,,,SQL,,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,Egypt,Python,,,,,Java,,,MATLAB,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,,,
2020,"Iran, Islamic Republic of...",Python,,,,,,,,,
2020,Sweden,Python,R,,,,,,,,
2020,Brazil,Python,R,,,,,,,,Julia
2020,Spain,Python,,SQL,,,,,,,
2020,India,Python,,SQL,C,C++,Java,,,,
2020,India,Python,,SQL,,,,,,,
2020,United States of America,,,,,,,,,,
2020,Spain,,,,,,,,,,
2020,Ukraine,Python,,SQL,,,,,Bash,,
2020,Brazil,Python,,SQL,,,Java,Javascript,,,
2020,Kenya,,,,,,,,,,
2020,Turkey,Python,,,,,Java,,,,
2020,India,Python,R,,,,,,,,
2020,Nigeria,,,,,,,,,,
2020,Nigeria,Python,,,,,,,,,
2020,Japan,Python,R,SQL,,C++,Java,,Bash,,
2020,Nigeria,,,,,,,,,,
2020,Republic of Korea,Python,,,,,,,,,
2020,Portugal,,,,,,,,,,
2020,Other,Python,,SQL,,,,,,,
2020,India,Python,,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,Turkey,Python,,,,,,,,,
2020,Brazil,,R,SQL,,,,,,,
2020,China,Python,R,,C,C++,,,,MATLAB,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,SQL,,,,,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,Other,,,,,,,,,,
2020,India,Python,,,C,,Java,,,,
2020,United States of America,Python,,,,,,Javascript,,,
2020,India,Python,,,,,,,,MATLAB,
2020,Russia,Python,,,C,C++,,,,,
2020,United States of America,Python,,SQL,,,,,,MATLAB,
2020,South Africa,,,,,,,,,,
2020,India,,R,,C,,,,,MATLAB,
2020,Pakistan,Python,,SQL,,C++,,,Bash,,
2020,Germany,Python,,SQL,C,C++,,Javascript,,MATLAB,
2020,China,Python,,,C,,,,,,
2020,Brazil,,,,,,,,,,
2020,Malaysia,Python,,,,,,,,,
2020,Malaysia,Python,,,C,C++,,,,,
2020,United States of America,Python,R,,,,,,Bash,,
2020,France,Python,R,,,,,,,,
2020,"Iran, Islamic Republic of...",Python,,,C,C++,,,,MATLAB,
2020,Netherlands,Python,,,,C++,,Javascript,,,
2020,United States of America,,,,C,C++,,,,MATLAB,
2020,Taiwan,Python,,,,,,,,,
2020,Spain,Python,,SQL,,,,Javascript,,,
2020,Australia,Python,,,,,,,,,
2020,India,Python,,,,C++,,,,MATLAB,
2020,Canada,Python,,,,C++,,,Bash,,
2020,India,Python,,,C,C++,,,,,
2020,Taiwan,,,SQL,,,,,,,
2020,United States of America,Python,,,C,C++,,Javascript,,,
2020,Bangladesh,Python,,,,,,,,,
2020,Chile,Python,,,,,,Javascript,,,
2020,India,,,,C,,,,,,
2020,India,Python,,SQL,C,C++,Java,,,,
2020,Brazil,,,,,,,,,,
2020,France,,,,,,,,,,
2020,Nigeria,Python,,,,,,,,,
2020,India,Python,,,C,,Java,,,,
2020,India,Python,,,C,C++,,,,,
2020,India,Python,,SQL,C,,,,,,
2020,Other,Python,,,,C++,,,,,
2020,Argentina,,,,,C++,,,,MATLAB,
2020,United States of America,Python,,,,,,,Bash,,
2020,India,Python,R,,,,,,,,
2020,United States of America,Python,R,SQL,C,,,Javascript,,,
2020,Italy,Python,,SQL,,,Java,,,,
2020,Germany,Python,,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,France,,,,,,,,,MATLAB,
2020,Sweden,,,,,,,,,,
2020,United States of America,,,,,,,Javascript,,,
2020,India,Python,,SQL,C,C++,Java,Javascript,,,
2020,Brazil,,,,,,,,,,
2020,India,Python,,,,,,,,,
2020,Japan,Python,,,,,,,,MATLAB,
2020,India,Python,,,C,C++,,,,MATLAB,
2020,Mexico,Python,,,,C++,Java,,,MATLAB,
2020,United States of America,Python,R,,C,C++,Java,,,MATLAB,
2020,Switzerland,,,,,,,,,,
2020,Other,Python,,SQL,C,,,,,,
2020,Taiwan,Python,,,C,C++,,,,MATLAB,
2020,France,Python,R,SQL,,,Java,,Bash,MATLAB,
2020,Germany,,,,,,Java,Javascript,,,
2020,United States of America,Python,R,,,C++,,,Bash,MATLAB,
2020,Germany,Python,R,SQL,,,,Javascript,Bash,,Julia
2020,India,,,SQL,C,C++,Java,,,,
2020,United States of America,,,SQL,,,,,,,
2020,Chile,Python,,SQL,,,Java,,,,
2020,France,Python,R,SQL,,,,,,,
2020,Israel,Python,R,SQL,,,,,,,
2020,Australia,Python,R,,C,,,Javascript,,MATLAB,
2020,Romania,,,,C,,,Javascript,,MATLAB,
2020,India,,,,,,,,,,
2020,India,Python,,,,,Java,,,,
2020,India,Python,,SQL,C,C++,,Javascript,,,
2020,India,,,,,,,,,,
2020,Morocco,Python,R,SQL,,,,,,,
2020,United Kingdom of Great Britain and Northern Ireland,Python,R,SQL,,,,,,,
2020,India,Python,,,C,C++,,,,,
2020,United States of America,Python,,SQL,,,,,Bash,,
2020,Russia,,,,,,Java,,,,
2020,South Africa,Python,,,,,,,,,
2020,India,,,,,,,,,,
2020,United States of America,Python,,SQL,,,,Javascript,,,
2020,United States of America,Python,R,SQL,,,,,Bash,,Julia
2020,Nigeria,Python,,SQL,,,,,,,
2020,Taiwan,Python,,,,,,,,,
2020,India,Python,,,,C++,,,,,
2020,Egypt,,R,,,,,,,,
2020,Singapore,,,,,,,,,,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,SQL,,,,,,,
2020,Other,Python,R,,,,,,,,
2020,Colombia,,,,,,,,,,
2020,"Iran, Islamic Republic of...",Python,,,,,,,,,
2020,Argentina,,R,SQL,,,,,,,
2020,Russia,Python,,SQL,,,,Javascript,Bash,,
2020,India,,,,,C++,,,,,
2020,India,Python,R,,C,C++,,,,MATLAB,
2020,Nigeria,,,,,,,,,,
2020,Australia,Python,,,,,,,,,
2020,Singapore,,,,,,,,,,
2020,India,Python,,SQL,C,C++,,,,MATLAB,
2020,United Kingdom of Great Britain and Northern Ireland,Python,R,,,,,,,,
2020,"Iran, Islamic Republic of...",Python,,SQL,,,,,,,
2020,Israel,Python,,,,,,,,,
2020,India,Python,,SQL,C,C++,Java,Javascript,,,
2020,Belgium,Python,,SQL,,,,,,,
2020,India,Python,,,,,,,,MATLAB,
2020,India,Python,,,,,,,,MATLAB,
2020,India,,,,,,,,,,
2020,Switzerland,Python,,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,Spain,Python,,,,,,,,,
2020,India,Python,R,,,,,,,,
2020,Brazil,,,SQL,,,,,,,
2020,Taiwan,,,,,,,,,,
2020,India,Python,,,,C++,,,,,
2020,India,,,,,,,,,,
2020,United Kingdom of Great Britain and Northern Ireland,,R,SQL,,,,,,,
2020,Spain,Python,,,,,,Javascript,Bash,,
2020,Nigeria,Python,,,,,,,,,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,,,
2020,Turkey,Python,,,,,,,,,
2020,Ukraine,,,,,,,,,,
2020,India,Python,,,,C++,,,,,
2020,India,,,,,,,,,,
2020,United States of America,Python,R,,,,,,,MATLAB,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,SQL,,,,,,MATLAB,
2020,India,,,,,,,,,,
2020,Germany,Python,R,SQL,,,,,,,
2020,India,Python,,,,,,,,,
2020,China,Python,,,C,,Java,,,,
2020,India,Python,,SQL,C,C++,,Javascript,,,
2020,India,Python,,SQL,,,,,,,
2020,India,Python,R,SQL,,,,,,,
2020,Other,Python,R,SQL,,,,,,,
2020,Saudi Arabia,Python,,,,,,,,,
2020,Brazil,,R,SQL,,,,Javascript,,,
2020,Brazil,Python,,SQL,,,,Javascript,,,
2020,Taiwan,,,,,,,,,,
2020,Israel,Python,R,SQL,,,,,,,
2020,Pakistan,,,,,,,,,,
2020,Pakistan,Python,,,,,,,,,
2020,India,Python,,,,,,,,,
2020,United States of America,,,,,,,,,,
2020,India,Python,,,,,,,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,Other,Python,,SQL,C,,Java,,,,
2020,India,Python,,,,C++,,,,,
2020,India,,,,,,Java,,,,
2020,India,Python,,,C,C++,,,,MATLAB,
2020,Brazil,Python,,SQL,C,,,,,,
2020,Pakistan,Python,,SQL,,,Java,Javascript,,MATLAB,
2020,India,,,SQL,,,,,,,
2020,Malaysia,Python,R,SQL,,C++,,,,,
2020,Mexico,Python,R,SQL,,,,Javascript,,,
2020,India,Python,,SQL,,,,,,,
2020,India,,,,,,,,,,
2020,China,Python,R,,,,,,,MATLAB,
2020,Nepal,Python,,,,,,,,,
2020,Sri Lanka,Python,,SQL,,,,Javascript,,,
2020,France,,R,SQL,,,,,,MATLAB,
2020,India,Python,R,,,,,,,,Julia
2020,India,Python,,SQL,,,,,,,
2020,South Korea,Python,,SQL,C,C++,,,Bash,,
2020,India,Python,,SQL,C,C++,,,,,
2020,Kenya,Python,R,,,,,,,,
2020,Ireland,Python,,,,,,,,,
2020,India,Python,R,,,,Java,,,,
2020,India,Python,,SQL,,C++,,Javascript,,,
2020,India,,,,,,,,,,
2020,Singapore,Python,R,,,,,,,,
2020,Brazil,,R,,,,,,,,
2020,Russia,Python,,SQL,,C++,,Javascript,Bash,,
2020,Turkey,Python,R,,C,,,,,MATLAB,
2020,United States of America,Python,,SQL,,,Java,Javascript,,,
2020,Japan,Python,,,C,,,Javascript,Bash,,
2020,India,Python,,SQL,C,C++,Java,,,,
2020,United States of America,Python,R,,,,,,,,
2020,Other,Python,,SQL,,,,,,,
2020,Tunisia,,,,C,C++,Java,,,MATLAB,
2020,Germany,Python,R,,,,,,,,
2020,Japan,Python,,,,,,,,,
2020,Spain,Python,R,SQL,,,,,Bash,,
2020,Malaysia,Python,,,C,,,Javascript,,,
2020,India,Python,R,SQL,,,,,,MATLAB,
2020,Nigeria,Python,,,,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,Germany,Python,R,,,,,,,,
2020,Thailand,,,,,,,,,,
2020,Germany,Python,,,,C++,,,,,
2020,India,Python,,,C,,,,,,
2020,Singapore,Python,,,,,Java,,,,
2020,United States of America,Python,R,,,,,,,,
2020,Kenya,Python,R,SQL,,,,Javascript,,,
2020,Other,Python,R,,,,,,Bash,,
2020,India,Python,,,C,,Java,,,,
2020,Turkey,Python,R,,,,,,,,
2020,Canada,Python,R,,,,,,,,
2020,United States of America,Python,R,,,C++,,,,MATLAB,
2020,Ireland,Python,,,,,,,,,
2020,India,,,,C,C++,,,,,
2020,Japan,Python,,SQL,,,,,,,
2020,India,Python,,,,C++,,,,,
2020,Other,Python,R,,C,C++,Java,Javascript,,,
2020,Peru,Python,,,,C++,,,,MATLAB,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,SQL,,,,,Bash,,Julia
2020,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,,MATLAB,
2020,Other,Python,,,C,,Java,,,,
2020,Spain,Python,R,,C,,,,,,
2020,India,Python,,,,C++,Java,,,,
2020,India,Python,R,,,,,,,,
2020,United States of America,Python,,,,,,,,,
2020,Germany,Python,,,,,,,,,
2020,Australia,,R,,,,,,,,
2020,Brazil,,,,,,,,,,
2020,Viet Nam,Python,R,SQL,,,,Javascript,,,
2020,India,Python,,,,,,,Bash,,
2020,United States of America,Python,R,SQL,,C++,,Javascript,,,
2020,India,,,,,,,,,,
2020,Other,Python,,,,,,,,,
2020,France,Python,,,,,,,,,
2020,China,,,,,,,,,,
2020,Spain,Python,R,,,,,,,,
2020,India,Python,R,,C,,,,,,
2020,Italy,Python,R,SQL,,,,,,,
2020,Indonesia,Python,,,,,,,,,
2020,Brazil,,,SQL,C,C++,Java,,,,
2020,Russia,Python,,,,,,,Bash,,
2020,India,Python,R,SQL,,,,,,,
2020,Other,Python,,SQL,,,Java,Javascript,Bash,,
2020,India,Python,,,,,,,,,
2020,Indonesia,,,,,C++,Java,,,,
2020,Russia,Python,,SQL,,C++,,,,,
2020,India,Python,,,,,,,,,
2020,India,Python,,,,,,,,,
2020,India,Python,,SQL,,,,,Bash,,
2020,India,Python,,,,,,,,,
2020,India,Python,,,C,C++,,,,,
2020,South Korea,Python,,SQL,,,Java,,,MATLAB,
2020,Ukraine,Python,R,SQL,,,,,,,
2020,Taiwan,Python,,SQL,,,Java,,,,
2020,Spain,Python,R,SQL,,,,,,,
2020,Australia,,R,SQL,,,,,,,
2020,United Arab Emirates,Python,,,,,,,,,
2020,Other,,,,,,,,,,
2020,Ukraine,Python,,,,,,,,,
2020,United States of America,Python,,SQL,,,Java,Javascript,,,
2020,Thailand,,,,,,,,,,
2020,South Africa,,R,SQL,,,,,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,Poland,,,,,,,,,,
2020,India,Python,,,,C++,,,,,
2020,India,Python,,SQL,C,C++,Java,,,,
2020,India,Python,,,,,,,,,
2020,India,Python,,,,C++,,,,,
2020,India,,,,,,,,,,
2020,Malaysia,Python,,,,C++,,,,MATLAB,
2020,Nigeria,Python,,SQL,,,,,,,
2020,India,,,,,,,,,,
2020,Indonesia,Python,,,,,,,,,
2020,Nigeria,Python,,,,,,,,,
2020,Indonesia,,,,,,,,,,
2020,Russia,Python,,,,C++,,,,,
2020,India,Python,,,C,,,Javascript,,,
2020,United Kingdom of Great Britain and Northern Ireland,Python,R,,,C++,,,,,
2020,India,,,,,,,,,,
2020,Russia,Python,,,,,Java,,Bash,,
2020,Other,Python,,,C,C++,,,,,
2020,India,Python,R,SQL,,,Java,,,MATLAB,
2020,Spain,Python,,SQL,,,,,,,
2020,India,,R,,C,C++,,,,,
2020,India,Python,R,,C,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,Brazil,Python,R,SQL,,,,Javascript,,,
2020,Ireland,Python,,,,,,,,,
2020,Nigeria,Python,,SQL,,,,,,,
2020,India,Python,,SQL,,,,,,,
2020,China,Python,,,,,,,,MATLAB,
2020,India,Python,,,C,,,,,,
2020,India,Python,R,SQL,C,C++,Java,Javascript,,,
2020,United States of America,,,SQL,,,,Javascript,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,India,Python,R,SQL,,,,,,,
2020,Spain,Python,R,,,,,,,MATLAB,
2020,India,Python,,SQL,,,Java,Javascript,,,
2020,India,Python,,SQL,C,,Java,Javascript,,,
2020,Brazil,Python,,,,,,,,,
2020,Australia,Python,,SQL,,,Java,Javascript,,,
2020,Russia,Python,R,,,,,,,,
2020,Nigeria,Python,,SQL,,,,,,,
2020,Other,Python,,,,C++,,,Bash,,
2020,France,Python,,,,,Java,,,,
2020,Republic of Korea,Python,R,SQL,,,Java,,,MATLAB,
2020,Russia,Python,,,,C++,,,,,
2020,Russia,Python,,SQL,,,,Javascript,Bash,,
2020,United States of America,Python,,,,,,Javascript,,,
2020,Thailand,Python,R,SQL,,,Java,Javascript,,,
2020,India,Python,,SQL,,,,,,,
2020,"Iran, Islamic Republic of...",,,,,,Java,,,,
2020,India,Python,,,C,C++,Java,,,,
2020,Kenya,,R,,,,,,,,
2020,United States of America,,,,,,,,,,
2020,United States of America,Python,,SQL,,,,,,,
2020,United States of America,Python,R,SQL,,,,,,,
2020,Singapore,Python,,SQL,,,,Javascript,,,
2020,India,Python,,SQL,,,,,,,
2020,India,Python,,SQL,,C++,Java,,,MATLAB,
2020,Viet Nam,Python,,,,C++,,Javascript,,,
2020,Poland,Python,R,SQL,,C++,,,Bash,MATLAB,
2020,Australia,Python,R,SQL,,,,,,,
2020,United Kingdom of Great Britain and Northern Ireland,Python,,SQL,,C++,,,,,
2020,China,Python,,,C,,,,,,
2020,Singapore,,,,,,,Javascript,,,
